508161.779345550,37.506835023,-122.340561854,78.627578775,-2.168311897,22.636487730,0.202343714,-0.153869273,0.195158236,275.815201463
508161.799345550,37.506834632,-122.340556731,78.631723915,-2.175447000,22.658835584,0.217899102,-0.066641453,0.223079447,275.797583777
508161.819345550,37.506834239,-122.340551605,78.636230457,-2.181809099,22.664058940,0.229600598,0.008799422,0.261725937,275.778917014
508161.839345550,37.506833845,-122.340546477,78.640807221,-2.184610255,22.678063851,0.230035513,-0.027387467,0.206824659,275.761191355
508161.859345550,37.506833453,-122.340541345,78.645556153,-2.169243373,22.698450653,0.244425544,-0.028288293,0.157163543,275.743028581
508161.879345550,37.506833064,-122.340536209,78.650476791,-2.149101901,22.719107952,0.248073688,0.027421707,0.155294502,275.722799004
508161.899345550,37.506832679,-122.340531068,78.655735610,-2.123096843,22.735058896,0.277033181,0.100478763,0.154142829,275.704451489
508161.919345550,37.506832297,-122.340525924,78.661215092,-2.124350954,22.747987729,0.268647530,0.205450692,0.166180658,275.689448003
508161.939345550,37.506831913,-122.340520776,78.666643620,-2.129717282,22.762722840,0.274385911,0.225608499,0.174866178,275.672801225
508161.959345550,37.506831529,-122.340515625,78.672080671,-2.128247387,22.780994238,0.266362432,0.239886290,0.120687699,275.655789810
508161.979345550,37.506831146,-122.340510470,78.677564162,-2.125805070,22.802742872,0.286019801,0.260264846,0.144250126,275.636768498
508161.999345550,37.506830763,-122.340505310,78.683581979,-2.120820433,22.819896865,0.311571344,0.312443237,0.140078668,275.617301127
508162.010000025,37.506830560,-122.340502559,78.686927014,-2.115355257,22.827648156,0.316812419,0.315856356,0.150289573,275.606200524
508162.030000025,37.506830182,-122.340497394,78.693173159,-2.088291168,22.846644630,0.306313293,0.369298429,0.129843951,275.586871329
508162.050000025,37.506829648,-122.340492092,78.694885164,-2.077573834,22.865829005,0.288899108,0.476631354,0.171811495,275.564866127
508162.070000025,37.506829272,-122.340486918,78.700602428,-2.100062570,22.878008105,0.284742850,0.601990327,0.255688551,275.538312553
508162.090000025,37.506828893,-122.340481743,78.706301440,-2.111293729,22.882834324,0.282240703,0.632808251,0.274220002,275.510112020
508162.110000025,37.506828512,-122.340476566,78.711585104,-2.108847665,22.892862735,0.246276436,0.565483955,0.200749209,275.481081663
508162.130000025,37.506828133,-122.340471385,78.716621348,-2.101360394,22.918624459,0.263507970,0.498251561,0.131032254,275.447050927
508162.150000025,37.506827757,-122.340466199,78.721976453,-2.075522290,22.930569547,0.265711099,0.560079564,0.173873339,275.413319561
508162.170000025,37.506827384,-122.340461012,78.727183016,-2.065675900,22.938817756,0.262398383,0.558540733,0.170873350,275.386358233
